feature_name,coefficient,abs_coefficient
excess_return_5d,-0.4814380314643084,0.4814380314643084
max_drawdown_20d,-0.42425308668741163,0.42425308668741163
volatility_20d,-0.25369283504113616,0.25369283504113616
style_strength_20d,0.22986447849158942,0.22986447849158942
return_5d,0.1405602468901265,0.1405602468901265
momentum_10_minus_20,0.11277406176450229,0.11277406176450229
market_turnover_5d_avg,-0.10507961632759062,0.10507961632759062
return_20d,-0.08435749738955192,0.08435749738955192
excess_return_20d,0.02144512653466094,0.02144512653466094
