feature_name,coefficient,abs_coefficient
max_drawdown_20d,-0.3509465488941504,0.3509465488941504
return_5d,-0.14218612564763564,0.14218612564763564
amount_change_1d,0.12721968439467982,0.12721968439467982
momentum_5_minus_20,0.0919442815851945,0.0919442815851945
market_turnover_5d_avg,0.06996292990175562,0.06996292990175562
excess_return_5d,-0.06894857578860576,0.06894857578860576
daily_return_1d,0.04605798518623743,0.04605798518623743
volatility_20d,-0.026010163795305175,0.026010163795305175
style_strength_20d,0.0013998932988289927,0.0013998932988289927
